date,course,race_name,race_time,horse,horse_norm,market_odds,market_odds_fractional,source_file
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,19:35,It's Bobs Business,it's bobs business,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,19:35,Pat's Paddock Pick,pat's paddock pick,3.0,2/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,19:35,Philo Beddoe,philo beddoe,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,19:35,Bodenheimer,bodenheimer,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,19:35,Martini Man,martini man,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,20:05,Ann Alee,ann alee,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,20:05,Thunders Rocknroll,thunders rocknroll,1.6,3/5,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,20:05,Lover Girl,lover girl,6.0,5/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,20:05,Carson Bay,carson bay,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,20:05,Taptogo,taptogo,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Maverama,maverama,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Catch A Wave,catch a wave,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Found Jordan,found jordan,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Lord Knows,lord knows,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Batter Up,batter up,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Sushi Man,sushi man,3.0,2/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance 8f,20:35,Ratleff,ratleff,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Heavenlyconveyance,heavenlyconveyance,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Victorious Vanda,victorious vanda,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Distorted Pro,distorted pro,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Thealligatorhunter,thealligatorhunter,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Towner Too,towner too,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Haunted Haze,haunted haze,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Stakes 6f,21:05,Street Warrior,street warrior,2.8,9/5,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Birdie Be Gone,birdie be gone,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Soundtrack,soundtrack,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Smarty Be Good,smarty be good,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Ask The Monarch,ask the monarch,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Everything Bugs Me,everything bugs me,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Taking It All,taking it all,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Vesper Chicks,vesper chicks,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Canterbury Park,Allowance Optional Claiming 5f,21:35,Big Pop,big pop,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,12:45,Grand Oracle,grand oracle,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,12:45,Coal Fired,coal fired,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,12:45,Where Y'at,where y'at,2.8,9/5,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,12:45,Tip Toe Joe,tip toe joe,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,12:45,Richeztoo,richeztoo,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,12:45,Dewy's Denali,dewy's denali,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Streetwhereyoulive,streetwhereyoulive,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Sanctify,sanctify,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Goodbetterbest,goodbetterbest,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Dozen Diamonds,dozen diamonds,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Razzle Red,razzle red,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Mombayla,mombayla,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Yellow Sun Dress,yellow sun dress,2.6,8/5,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Best Cupcake,best cupcake,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Bijou Baby,bijou baby,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 8f,13:15,Lady Blake,lady blake,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,Amazing Amanda,amazing amanda,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,Ashkenazi,ashkenazi,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,Alta Avenue,alta avenue,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,No Time Left,no time left,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,What's The Tea,what's the tea,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,Front Runnin,front runnin,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 6f,13:44,Go Go Playmate,go go playmate,2.2,6/5,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Big Time Story,big time story,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Overview,overview,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Blazy,blazy,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Hyperlink,hyperlink,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Blackjack Man,blackjack man,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Sequoia Stars,sequoia stars,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Magicstrikesagain,magicstrikesagain,2.8,9/5,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Tregetour,tregetour,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Claiming 8f,14:15,Show Me The Munny,show me the munny,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,Funny Uncle,funny uncle,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,I Don't Get It,i don't get it,2.6,8/5,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,Osbourne,osbourne,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,De' Medici,de' medici,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,My Noble Knight,my noble knight,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,Barksdale,barksdale,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,Accretive,accretive,6.0,5/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Claiming 7f,14:47,Time For Truth,time for truth,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Royal Causeway,royal causeway,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Clark's Corner,clark's corner,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Instantly,instantly,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Grand Premiere,grand premiere,3.0,2/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Act Of Parliament,act of parliament,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Bridgesong,bridgesong,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,In America,in america,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Feline Curious,feline curious,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Limelight,limelight,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Let's Be Frank,let's be frank,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Sigfrid,sigfrid,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Still Sober,still sober,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Provider,provider,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Wan Dale,wan dale,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Ingleborough,ingleborough,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 9f,15:19,Atrabilious,atrabilious,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Hudson River Line,hudson river line,51.0,50/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,She's Our Ten,she's our ten,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,My Steel Magnolia,my steel magnolia,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Mancuso,mancuso,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Sonhador,sonhador,6.0,5/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Curlin's Charm,curlin's charm,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Sweet Reward,sweet reward,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Willowy,willowy,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Serena's Surprise,serena's surprise,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Maiden Special Weight 7f,15:53,Couplet,couplet,2.4,7/5,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Show Of Force,show of force,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Domingo,domingo,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Sixtyseven Mustang,sixtyseven mustang,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Sumood,sumood,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Expect The Best,expect the best,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Chambersville,chambersville,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Unitas,unitas,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Discreet Dancer,discreet dancer,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Vermelho,vermelho,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Seven Wonders,seven wonders,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Patrol Squad Six,patrol squad six,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Two Beers By Ten,two beers by ten,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance 8.5f,16:25,Taunting,taunting,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,C K Wonder,c k wonder,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Market Street,market street,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Dr. Saikali,dr. saikali,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Keep It Easy,keep it easy,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Dapper Moon,dapper moon,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Kirin,kirin,31.0,30/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Gunmetal,gunmetal,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Ajaayb,ajaayb,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Touchy,touchy,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Madaket Road,madaket road,2.5,3/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Sharp Swinger,sharp swinger,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Gate To Wire,gate to wire,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Allowance Optional Claiming 6f,16:56,Pinfire,pinfire,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Okiro,okiro,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Troubleshooting,troubleshooting,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Sweet Dani Boy,sweet dani boy,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Doncho,doncho,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Joe Shiesty,joe shiesty,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Mondogetsbuckets,mondogetsbuckets,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Nothing Better,nothing better,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Works For Me,works for me,6.0,5/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,Schwarzmeier,schwarzmeier,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Stakes 5f,17:28,No Nay Hudson (Ire),no nay hudson (ire),9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Dancewhenyoucan,dancewhenyoucan,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Jaboss,jaboss,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Wrong Shoes,wrong shoes,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Trapped,trapped,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Tanya's Momentum,tanya's momentum,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Bet The Gray,bet the gray,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Sassy Fox,sassy fox,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Edey,edey,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Tizianna,tizianna,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Churchill Downs,Starter Allowance 6f,17:59,Brunia,brunia,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Ball Of Fire,ball of fire,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Worker Bee,worker bee,2.4,7/5,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Freely Held,freely held,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Dancing Denae,dancing denae,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Mister Roscoe,mister roscoe,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Sometime,sometime,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 6f,12:20,Italian Wine,italian wine,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 5.5f,12:52,Mogalu,mogalu,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 5.5f,12:52,Newyearsblockparty,newyearsblockparty,2.8,9/5,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 5.5f,12:52,Uniwinner,uniwinner,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 5.5f,12:52,Float On,float on,2.5,3/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 5.5f,12:52,Anchises,anchises,7.0,6/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Claiming 5.5f,12:52,Vanzzy,vanzzy,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,Knowledge Is Good,knowledge is good,6.0,5/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,Phoebeinwonderland,phoebeinwonderland,2.6,8/5,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,Fiveclocksomewhere,fiveclocksomewhere,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,No Need To Ask,no need to ask,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,High View,high view,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,Caprichosainfront,caprichosainfront,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,Dona Luna,dona luna,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.3f,13:24,Bint Mischief,bint mischief,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 6f,13:56,Sina,sina,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 6f,13:56,You're The One,you're the one,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 6f,13:56,Moon Cache,moon cache,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 6f,13:56,Candy Talking,candy talking,3.0,2/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 6f,13:56,Java Tales,java tales,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 6f,13:56,Embrace The Moment,embrace the moment,2.5,3/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Go Grey,go grey,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Parkes,parkes,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Dominguez,dominguez,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Respighi,respighi,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Double Neat,double neat,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Sam Stormy,sam stormy,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Tunisian Spring,tunisian spring,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Hanksdiviningrod,hanksdiviningrod,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Card Trick,card trick,3.0,2/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Lundi Loot,lundi loot,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Grey Biggsy,grey biggsy,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Lordship,lordship,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance 7.5f,14:28,Street Rockin,street rockin,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance Optional Claiming 8f,15:00,St Pete's Passion,st pete's passion,13.0,12/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance Optional Claiming 8f,15:00,Call Me Andy,call me andy,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance Optional Claiming 8f,15:00,Temecula,temecula,4.0,3/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance Optional Claiming 8f,15:00,Amy's Music,amy's music,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Allowance Optional Claiming 8f,15:00,Tracking Error,tracking error,2.4,7/5,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,J J's Ranger,j j's ranger,16.0,15/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Embrace My Uncle,embrace my uncle,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Final Drama,final drama,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Magical Ways,magical ways,6.0,5/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Escape Key,escape key,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Baytown Parfait,baytown parfait,5.5,9/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,El De Larry,el de larry,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Frosty The Giant,frosty the giant,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,King's River,king's river,4.5,7/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Vance Scholars,vance scholars,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Starter Optional Claiming 8.5f,15:32,Cloud Music,cloud music,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Hopeygot,hopeygot,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Break Of Dawn,break of dawn,11.0,10/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Cap'n Cats,cap'n cats,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Lexington Pike,lexington pike,5.0,4/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Rum Rock,rum rock,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Hard Freeze,hard freeze,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Delaware Park,Maiden Special Weight 6f,16:04,Just Jo Jo,just jo jo,2.8,9/5,us_racecards_2026-06-06.json
2026-06-06,Emerald Downs,Claiming 6f,20:31,Time Ticker,time ticker,9.0,8/1,us_racecards_2026-06-06.json
2026-06-06,Emerald Downs,Claiming 6f,20:31,Disco Danzing,disco danzing,21.0,20/1,us_racecards_2026-06-06.json
2026-06-06,Emerald Downs,Claiming 6f,20:31,Roll Dem Bones,roll dem bones,3.5,5/2,us_racecards_2026-06-06.json
2026-06-06,Emerald Downs,Claiming 6f,20:31,Taino House,taino house,4.0,3/1,us_racecards_2026-06-06.json
